term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
nationality,.næʃә'nælәti,,"n. 国籍, 国家, 民族性； [法] 国家, 民族, 国民",,cet6|nat,nat,nationalities,7751,,national + ity，一个人的国家属性就是 nationality。
innate,i'neit,,"a. 先天的, 天生的； [医] 先天的, 生来的",,cet6|nat,nat,,10178,,
renaissance,ri'neisәns,,"n. 复活, 复兴, 文艺复兴； a. 文艺复兴的",,cet6|nat,nat,,11032,,
action,'ækʃәn,,"n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼； vt. 对...起诉",,cet6|act,act,actioned|actioning|actions,502,,act + ion，做出来的动作就是 action。
interaction,.intәr'ækʃәn,,"n. 交互作用, 交感； [计] 交互作用",,cet6|act,act,interactions,2075,,inter + action，彼此之间的动作就是 interaction。
transaction,træn'sækʃәn,,"n. 交易, 办理, 学报, 和解协议； [计] 事务处理",,cet6|act,act,transactions,3813,,
counteract,.kauntә'rækt,,"vt. 抵消, 阻碍, 中和； [法] 抵抗, 阻碍, 抵销",,cet6|act,act,counteracted|counteracting|counteracts,12113,,
position,pә'ziʃәn,,"n. 位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地； vt. 安置, 决定...的位置",,cet6|posit,posit,positioned|positioning|positions,512,,posit 放置，position 是被放到的位置。
positive,'pɒzitiv,,"a. 肯定的, 积极的, 有把握的； [医] 正的, 阳性的",,cet6|posit,posit,positives,1049,,posit 放上去的方向感，positive 是正向或确定。
impose,im'pәuz,,"vt. 征(税), 把...强加于, 以...欺骗； vi. 利用, 欺骗, 施加影响",,cet6|posit,posit,imposed|imposes|imposing,2334,,im + pose，把东西放到别人身上就是 impose 强加。
composition,kɒmpә'ziʃәn,,"n. 作文, 创作, 组成； [化] 成分; 组成",,cet6|posit,posit,compositions,3000,,com + position，把部分放到一起就是 composition 作文或构成。
deposit,di'pɒzit,,"n. 存款, 定金, 堆积物； vt. 存放, 堆积",,cet6|posit,posit,deposited|depositing|deposits,4692,,de + posit，向下放进去就是 deposit 存放或押金。
positively,,,"adv. 明确地, 肯定地, 无疑地, (非正式)确实地, 真正地",,cet6|posit,posit,,5186,,
special,'speʃәl,,"n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员； a. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的",,cet6|speci,speci,specials,520,,spec 看见特别之处，special 就是特殊。
specific,spi'sifik,,"n. 特效药, 特性； a. 特殊的, 明确的, 具有特效的, 特定地, 具体地",,cet6|speci,speci,specifics,979,,spec + ific，看准某一项就是 specific 具体的。
species,'spi:ʃiz,,"n. 种, 类, 外形； [医] 茶剂; 种",,cet6|speci,speci,,1141,,spec 看外形分组，species 是物种。
specifically,spi'sifikli,,"adv. 特定地, 明确地, 按特性",,cet6|speci,speci,,1958,,
specialist,'speiʃәlist,,"n. 专门医师, 专家； a. 专业的, 专家的",,cet6|speci,speci,specialists,2546,,special + ist，专看某一类问题的人就是 specialist。
specialize,'speʃәlaiz,,"vt. 使特殊化, 列举, 特别指明, 限定...的范围； vi. 成为专家, 专攻",,cet6|speci,speci,specialized|specializes|specializing,4111,,special + ize，把注意力集中到专门领域就是 specialize。
specify,'spesifai,,"vt. 详列, 指定, 说明； [计] 指定",,cet6|speci,speci,specified|specifies|specifying,4860,,spec + ify，看清并说清就是 specify 指明。
spice,spais,,"n. 香料, 药料, 香气, 调味品, 情趣, 少许； vt. 加香料, 使添趣味",,cet6|speci,speci,spiced|spices|spicing,5640,,
specification,.spesifi'keiʃәn,,"n. 规格, 详述, 详细说明书； [计] 规范; 形式说明; 说明; 说明书; 规格",,cet6|speci,speci,specifications,7835,,
specially,'speʃәli,,"adv. 特别地, 专门地",,cet6|speci,speci,,7946,,
speciality,.speʃi'æliti,,"n. 专长, 擅长, 特种技能, 详细说明, 特性, 特产, 专业； [化] 特制品",,cet6|speci,speci,specialities,23907,,
support,sә'pɒ:t,,"n. 支持, 支撑, 援助, 供养, 支撑物； vt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实",,cet6|port,port,supported|supporting|supports,524,,sup + port，从下面托住搬运就是 support 支持。
import,im'pɒ:t,,"n. 进口货, 进口, 输入, 含义, 重要性； vt. 输入, 引入, 进口, 含...的意思, 重要",,cet6|port,port,imported|importing|imports,4050,,im + port，运进来就是 import 进口。
transport,træns'pɒ:t,,"n. 运输, 运输工具, 激动, 狂喜, 流放犯； vt. 传送, 运输, 流放",,cet6|port,port,transported|transporting|transports,4640,,trans + port，跨地点搬运就是 transport 运输。
portable,'pɒ:tәbl,,"a. 可携带的, 可搬运的, 可移动的； [计] 可移植的",,cet6|port,port,portables,5441,,port + able，能搬走的就是 portable 便携的。
Portuguese,.pɒ:tju'gi:z,,"n. 葡萄牙人, 葡萄牙语； a. 葡萄牙的, 葡萄牙人的, 葡萄牙语的",,cet6|port,port,,10285,,
porter,'pɒ:tә,,"n. 大楼管理员, 门房, 搬运工人, 侍者, 服务员； [化] 搬运车; 搬运工人",,cet6|port,port,porters,11418,,
figure,'figә,,"n. 数字, 价格, 图形, 形状； vt. 描绘, 表示, 演算, 认为",,cet6|fig,fig,figured|figures|figuring,552,,
configuration,kәn.figju'reiʃәn,,"n. 结构, 表面配置, 外形, 配置； [计] 配置",,cet6|fig,fig,configurations,6153,,
describe,di'skraib,,"vt. 描述, 描绘, 画",,cet6|scrib,scrib,described|describes|describing,568,,de + scrib，把看到的写下来就是 describe 描述。
prescribe,pris'kraib,,"v. 规定, 指定, 嘱咐, 开处方",,cet6|scrib,scrib,prescribed|prescribes|prescribing,5375,,pre + scrib，提前写好要求就是 prescribe 开处方或规定。
subscribe,sәb'skraib,,"vt. 捐献, 签署； vi. 赞成, 同意, 捐款, 预订, 认购",,cet6|scrib,scrib,subscribed|subscribes|subscribing,7979,,
ascribe,ә'skraib,,"vt. 归因于, 归咎于； [法] 归咎于",,cet6|scrib,scrib,ascribed|ascribes|ascribing,10907,,as + scrib，把原因写到某人名下就是 ascribe 归因。
patient,'peiʃәnt,,"n. 病人, 承受者； a. 忍耐的, 容忍的, 有耐性的, 坚忍的",,cet6|pat,pat,patients,572,,pat 表承受，patient 是能忍受的人或病人。
passive,'pæsiv,,"a. 消极的, 被动的, 冷漠的, 顺从的, 无源的； [医] 被动的",,cet6|pat,pat,passives,5680,,pass 表承受，passive 是被动承受。
compatible,kәm'pætәbl,,"a. 能共处的, 可并立的, 适合的； [计] 相容的; 兼容的",,cet6|pat,pat,compatibles,7017,,
technology,tek'nɒlәdʒi,,"n. 技术, 工业技术, 术语； [医] 技术学, 工艺学",,cet6|techn,techn,technologies,585,,tech 技术 + logy 学问，technology 是技术体系。
technique,tek'ni:k,,"n. 技巧, 技术, 方法； [化] 工艺方法; 技巧",,cet6|techn,techn,techniques,1335,,technique 是具体可操作的技术方法。
technical,'teknikl,,"a. 技术上的, 专门的, 工业的, 严格根据法律的； [化] 技巧",,cet6|techn,techn,,2064,,tech + ical，和技术细节有关就是 technical。
technician,tek'niʃәn,,n. 技师； [化] 技师,,cet6|techn,techn,technicians,4831,,tech + nician，处理技术细节的人就是 technician。
type,taip,,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式； vi. 打字",,cet6|typ,typ,typed|types|typing,590,,type 是把东西按样式归类。
typical,'tipikl,,"a. 典型的, 象征性的； [医] 典型的",,cet6|typ,typ,,1835,,type + ical，符合这一类样式就是 typical 典型。
source,sɒ:s,,"n. 来源, 水源, 根源, 原始资料, 源； [计] 来源, 源程序",,cet6|surg,surg,sourced|sources|sourcing,597,,source 是水或信息流出来的源头。
surgery,'sә:dʒәri,,"n. 外科, 手术, 手术室, 换球术",,cet6|surg,surg,surgeries,1793,,surg 像切开处理，surgery 是外科手术。
surgeon,'sә:dʒәn,,"n. 外科医生, 军医, 船医； [医] 外科医师",,cet6|surg,surg,surgeons,3413,,surg + eon，做外科手术的人就是 surgeon。
surge,sә:dʒ,,"n. 巨涌, 汹涌, 澎湃； vi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松",,cet6|surg,surg,surged|surges|surging,5029,,
cause,kɒ:z,,"n. 原因, 目标； vt. 引起, 使产生, 使遭受",,cet6|caus,caus,caused|causes|causing,601,,
causal,'kɒ:zәl,,"a. 原因的, 因果关系的, 表示原因或理由的； n. 表示原因的连词",,cet6|caus,caus,,8904,,
century,'sentʃuri,,"n. 世纪, 百年",,cet6|cent,cent,centuries,605,,
centigrade,'sentigreid,,"a. 百分度的, 摄氏的； [医] 百分度",,cet6|cent,cent,,0,,
centimetre,"'senti,mi:tә(r)",,"n. 厘米, 公分",,cet6|cent,cent,centimetres,0,,
centre,'sentә,,"n. 中心, 中心点, 中锋； a. 中央的, 位在正中的",,cet6|cent,cent,centred|centres|centring,0,,
culture,'kʌltʃә,,"n. 文化, 修养, 耕种； vt. 耕种, 培养",,cet6|cult,cult,cultured|cultures|culturing,611,,cult 培养，culture 是长期培养出的文化。
cultivate,'kʌltiveit,,"vt. 培养, 耕作",,cet6|cult,cult,cultivated|cultivates|cultivating,5574,,cult + ate，持续培养就是 cultivate。
energy,'enәdʒi,,"n. 精力, 精神, 活力, 能量； [化] 能; 能量",,cet6|erg,erg,energies,615,,
energetic,.enә'dʒetik,,"a. 精力充沛的, 积极的",,cet6|erg,erg,energetics,7129,,
period,'piәriәd,,"n. 时期, 节段, 节, 句点, 学时, 周期； a. 当时特有的, 过去某段时期的",,cet6|hod,hod,periods,617,,period 是一段被圈定的时间。
method,'meθәd,,"n. 方法, 办法, 条理, 秩序； [医] [方]法",,cet6|hod,hod,methods,998,,method 是按路子做事的方法。
available,ә'veilәbl,,"a. 可利用的, 可获得的, 有效的； [医] 有效的, 可得的",,cet6|vail,vail,,622,,a + vail + able，能拿来使用就是 available。
prevail,pri'veil,,"vi. 获胜, 流行, 盛行； [医] 流行, 盛行",,cet6|vail,vail,prevailed|prevailing|prevails,4741,,pre + vail，力量占上风就是 prevail 盛行。
avail,ә'veil,,"vi. 有用, 有利； vt. 有利于",,cet6|vail,vail,availed|availing|avails,14262,,
congress,'kɒŋgres,,"n. 国会, 会议, 讨论会； [医] 会议, 会合",,cet6|grad,grad,congresses,638,,
degree,di'gri:,,"n. 程度, 度数, 学位, 度； [医] 度, 程度",,cet6|grad,grad,degrees,789,,de + gree，台阶级别就是 degree 程度或学位。
progress,'prәugres,,"n. 进步, 发展, 前进； vi. 进步, 进行",,cet6|grad,grad,progressed|progresses|progressing,1508,,pro + gress，向前走就是 progress 进步。
graduate,'grædʒueit,,"n. 毕业生, 量杯； a. 已得学位的, 研究生的, 毕业的",,cet6|grad,grad,graduated|graduates|graduating,2115,,
aggressive,ә'gresiv,,"a. 侵略的, 挑畔的, 进取的； [法] 侵略的, 爱挑衅的, 行为过火的",,cet6|grad,grad,,2514,,
ingredient,in'gri:diәnt,,"n. 成分, 因素； [化] 配合剂; 拼料; 成分; 组分",,cet6|grad,grad,ingredients,2590,,
gradually,'grædʒuәli,,adv. 逐渐地,,cet6|grad,grad,,2961,,
progressive,prә'gresiv,,"n. 改革论者, 进步论者； a. 前进的, 累进的, 进步的",,cet6|grad,grad,progressives,4228,,
aggression,ә'greʃәn,,"n. 侵犯, 侵略； [医] 攻击",,cet6|grad,grad,aggressions,4521,,
gradual,'grædʒuәl,,"a. 逐渐的, 渐增的； n. 弥撒升阶圣歌",,cet6|grad,grad,,6796,,
degrade,di'greid,,"v. (使)降级, (使)退化",,cet6|grad,grad,degraded|degrades|degrading,8440,,
gradient,'greidiәnt,,"n. 倾斜度, 梯度, 坡度, 斜率； a. 渐升的, 渐降的, 步行的",,cet6|grad,grad,gradients,14325,,
campaign,kæm'pein,,"n. 战役, 运动, 竞选运动； vi. 参加运动, 作战",,cet6|camp,camp,campaigned|campaigning|campaigns,640,,
campus,'kæmpәs,,"n. 校园, 大学生活",,cet6|camp,camp,,2059,,
material,mә'tiәriәl,,"n. 材料, 物资, 素材, 布料, 资料； a. 物质的, 肉体的, 重要的",,cet6|mater,mater,materials,641,,
maternity,mә'tә:niti,,"n. 母性, 怀孕, 妇产科医院； a. 产妇的",,cet6|mater,mater,maternities,11382,,
materialism,mә'tiәriәlizm,,n. 唯物主义,,cet6|mater,mater,,12791,,
population,.pɒpju'leiʃәn,,"n. 人口, 人口数； [化] 群体; 总体",,cet6|popul,popul,populations,642,,
popular,'pɒpjulә,,"a. 通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的； [经] 大众的, 通俗的, 普及的",,cet6|popul,popul,populars,924,,
popularity,.pɒpju'læriti,,"n. 名声, 受大众欢迎, 流行",,cet6|popul,popul,,3974,,
medical,'medikl,,"n. 医生, 体格检查； a. 医学的, 内科的, 药的",,cet6|medi,medi,medicals,646,,
immediately,i'mi:diәtli,,"adv. 直接地, 立刻, 立即",,cet6|medi,medi,,1142,,
medium,'mi:diәm,,"n. 媒体, 方法, 媒介； a. 半生熟的, 中间的",,cet6|medi,medi,mediums,3241,,
medieval,.medi'i:vl,,"a. 中古的, 中世纪的",,cet6|medi,medi,,5073,,
mediate,'mi:dieit,,"a. 居间的, 间接的； vt. 斡旋, 调停",,cet6|medi,medi,mediated|mediates|mediating,7370,,
Mediterranean,.meditә'reiniәn,,"n. 地中海, 地中海民族； a. 地中海的, 地中海民族的",,cet6|medi,medi,,7623,,
current,'kʌrәnt,,"n. 涌流, 趋势, 流； a. 流通的, 现在的, 当前的, 流行的",,cet6|cur,cur,currents,652,,
occur,ә'kә:,,"vi. 发生, 被想到, 存在",,cet6|cur,cur,occurred|occurring|occurs,756,,
incur,in'kә:,,"vt. 招致, 蒙受, 遭遇； [经] 招致, 蒙受, 担负",,cet6|cur,cur,incurred|incurring|incurs,8042,,
recur,ri'kә:,,"vi. 复发, 回到, 重现, 再来, 诉诸, 采用, 循环",,cet6|cur,cur,recurred|recurring|recurs,13001,,
involve,in'vɒlv,,"vt. 包括, 使陷于, 潜心于, 包围； [医] 累及, 牵涉, 包含",,cet6|volv,volv,involved|involves|involving,656,,
evolve,i'vɒlv,,"vi. 进展, 进化, 展开； vt. 使发展, 使推断出, 使进化",,cet6|volv,volv,evolved|evolves|evolving,2821,,
behavior,bi'heivjә,,"n. 行为, 举止； [医] 行为",,cet6|be,be,behaviors,658,,
betray,bi'trei,,"vt. 出卖, 背叛, 辜负, 暴露； [法] 出卖, 背叛, 泄漏",,cet6|be,be,betrayed|betraying|betrays,4974,,
bestow,bi'stәu,,"vt. 授予, 使用, 贮藏, 留宿",,cet6|be,be,bestowed|bestowing|bestows,9425,,
increase,in'kri:s,,"n. 增加, 增进, 利益； vt. 增加, 加大",,cet6|creas,creas,increased|increases|increasing,660,,
decrease,'di:kri:s,,"n. 减少, 减少量； v. 减少",,cet6|creas,creas,decreased|decreases|decreasing,3370,,
private,'praivit,,"a. 私人的, 秘密的, 私立的, 隐蔽的； n. 士兵, 隐士, 阴部",,cet6|priv,priv,privates,672,,
privacy,'praivәsi,,"n. 隐私, 隐居, 秘密； [计] 个人保密权",,cet6|priv,priv,privacies,3060,,
privilege,'privilidʒ,,"n. 特权, 特别恩典, 基本权利, 特免； vt. 给与...特权, 特免",,cet6|priv,priv,privileged|privileges|privileging,3612,,
deprive,di'praiv,,"vt. 剥夺, 使丧失； [法] 剥夺, 剥夺, 夺去",,cet6|priv,priv,deprived|deprives|depriving,6202,,
performance,pә'fɒ:mәns,,"n. 施行, 工作情况, 成绩, 行为, 表现, 演出； [电] 绩效, 性能",,cet6|fourn,fourn,performances,675,,
furnish,'fә:niʃ,,"vt. 供给, 提供, 装设； [化] 供应; 供给; 配料",,cet6|fourn,fourn,furnished|furnishes|furnishing,7335,,
movement,'mu:vmәnt,,"n. 运动, 动作, 运转, 移动, 倾向, 变化, 活动, 乐章； [医] 运动",,cet6|mov,mov,movements,707,,
momentum,mәu'mentәm,,"n. 动力, 动量； [化] 动量",,cet6|mov,mov,,4335,,
concern,kәn'sә:n,,"n. 关心, 忧虑； vt. 与...有关, 使担心, 使挂念",,cet6|cern,cern,concerned|concerning|concerns,717,,
secret,'si:krit,,"n. 秘密, 机密, 秘诀, 秘方； a. 秘密的, 极机密的, 隐蔽的, 暗中的, 神秘的, 偏僻的",,cet6|cern,cern,secrets,1868,,
discern,di'zә:n,,"v. 辨别, 看清楚, 了解",,cet6|cern,cern,discerned|discerning|discerns,7711,,
significant,sig'nifikәnt,,"a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的",,cet6|sign,sign,,719,,
signal,'signl,,"n. 信号, 暗号, 近因, 导火线； vt. 向...作信号, 标志, 用信号通知",,cet6|sign,sign,signalled|signalling|signals,2078,,
significance,sig'nifikәns,,"n. 重要性, 意义, 意味； [计] 有效; 有效性",,cet6|sign,sign,significances,2937,,
assignment,ә'sainmәnt,,"n. 分配, 功课, 任务, 转让, 归因, 陈述； [计] 赋值",,cet6|sign,sign,assignments,3128,,
signature,'signәtʃә,,"n. 签字, 识别标志, 调号； [计] 签名附件",,cet6|sign,sign,signatures,3773,,
